"OPMS";"UF";"Município";"Nome da Unidade";"Email";"Telefone";"Endereço";"Nível";"Região";"data atualização"
;"PE";"Custódia";"Coordenadoria  Municipal da Mulher";"sasc.custodiape@gmail.com  creascustodia2011@hotmail.com ";" (87) 3848-1069 e (87)3848-2871 (87) 9951.8327-Celular da Gestora";"Avenida Inocêncio Lima, nº 630. Centro. Custódia/PE CEP: 56.640-000.";"Municipal";"Nordeste";
;"PE";"Dormentes";"Coordenadoria  da Mulher ";"Coordenadoria .123@hotmail.com ";"(87) 96779220 - Celular da Gestora";"Rua Brasilino de Brito, nº 24. Centro, Dormentes/PE - CEP: 56355-000.";"Municipal";"Nordeste";
;"PE";"Escada";"Secretaria da Mulher";"secmulher.escada@hotmail.com ";"(81) 3534.1046 R.215/218 - Secretaria da Mulher (81) 9749.4078/8829.2882 - Celular da Gestora";"Rua Doutor  Antônio de Castro, nº 680. Jaguaribe. CEP: 55.500-000";"Municipal";"Nordeste";
;"PE";"Exú";"Coordenadoria  da Mulher";"Coordenadoria mulher@yahoo.com.br ; crasexu@yahoo.com.br";"87) 3879.1321 / 9623.4202 ";"Rua Otacílio Pereira de Carvalho, s/n. CEP: 56.230-000.";"Municipal";"Nordeste";
;"PE";"Feria Nova";"Coordenadoria  da Mulher ";" Coordenadoria damulherfeiranova@gmail.com ";" (81) 3645.1156 /1188- Prefeitura - (81) 9236.9766/9714.8773 - Celular da Gestora";"Rua Urbano Barboza, s/n. Centro. Feira Nova/PE. CEP:55.715-000";"Municipal";"Nordeste";
;"PE";"Ferreiros";"Secretaria da Mulher";"Secretariadamulherferreiros@gmail.com mazedemetrio@hotmail.com ";"(81) 3657.1156  (81)9447-8881";"Rua Francisco Freire. 32. Centro. Ferreiros/PE CEP: 55.880-000.";"Municipal";"Nordeste";30/12/2014
;"PE";"Flores";"Coordenadoria  da Mulher ";"sbes_flores@hotmail";"(87) 9601.6950-Celular da Gestora  (87)3857.1126-Secretaria de Bem Estar Social";"Rua Siqueira Campos. nº05. Centro. Flores. CEP:56.850-000";"Municipal";"Nordeste";
;"PE";"Floresta";"Secretaria da Mulher ";"pmfmulher@hotmail.com";"(87) 3877.1156 / (87)9952.0369/9157.9682-Celular da Gestora";"Praça Antonio Ferraz n°156; B: Centro Floresta/PE - CEP: 56400-000";"Municipal";"Nordeste";
;"PE";"Frei Miguelinho";"Coordenadoria  de Políticas para a Mulher ";;"(81) 98280-6410";"Av. Presidente Kennedy, 280, Centro. Frei Miguelinho/PE. CEP: 55.780-000";"Municipal";"Nordeste";
;"PE";"Gameleira";"Diretoria de Políticas para as Mulheres";"diretoriadamulher.gameleira@hotmail.com";"(81) 9799.7172 - (81) 9865.5170- 36791295";"Rua Heitor Araújo nº 222 1º andar. Centro. Gameleira/PE. CEP: 55.530-000";"Municipal";"Nordeste";
;"PE";"Garanhus";"Coordenadoria  de Políticas para Mulheres";"eliane.vilar10@gmail.com";"(87) 3762 9115 (87) 9914 4786 ( 87) 9917.4786 – Celular da gestora";"Avenida Simôa Gomes nº 324. Bairro Heliópolis.  CEP: 55.295-480";"Municipal";"Nordeste";
;"PE";"Glória do Goitá ";"Coordenadoria  da Mulher ";"acaosocial_gg@hotmail.com";"(081) 8797.7918 / 9658-3932";"Praça Cristo Redentor, s/n, Centro, Glória do Goitá / PE CEP: 55.620-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Goiana";"Coordenadoria  da Mulher ";"Coordenadoria mulhergoiana@yahoo.com.br";" (81) 9437.0000 / 9186-8396 / 9146-2927 - Celular da Gestora ";"Rua Bispo Cardoso nº 51, Centro, (no beco da Câmara). Goiana/PE CEP: 55.900-000.";"Municipal";"Nordeste";30/12/2014
;"PE";"Granito";"Coordenadoria  da Mulher";"Coordenadoria _mulher@yahoo.com.br";"(87) 3880.1267 - Coordenadoria  da Mulher - (87) 9115.8203 - (87) 9637.3705";"Rua José de Alencar Ferraz, 224. Centro.  Granito/PE CEP: 56.160-000.";"Municipal";"Nordeste";
;"PE";"Gravatá";"Secretaria Executiva da Mulher ";"secmulher@prefeituradegravata.pe.gov.br ";"(81) 9962.4974 - Celular da Gestora (81) 9161.6325/3563.9057– Secretaria da Mulher (81) 9182.3542-Assessora(Luana)";"Rua João Pessoa, 170, Centro, Gravatá/PE. CEP: 55642.000";"Municipal";"Nordeste";
;"PE";"Iati";"Coordenadoria  de Políticas para a Mulher ";;"(87) 9 8114-5098";"Travessa Sete de Setembro, s/n- Centro. Iati/PE. CEP: 55.345-000";"Municipal";"Nordeste";
;"PE";"Ibimirim";"Coordenadoria  da Mulher";"comulheribimirim@hotmail.com";"(87) 8805.9970 - Celular da gestora  (81)3543-0435";"Avenida Castro Alves nº 432; Centro. Ibimirim/PE. CEP: 56580-000.";"Municipal";"Nordeste";
;"PE";"Ibirajuba";"Coordenadoria  da Mulher";"claudia_robertajustino@hotmail.com";"(87) 3794.1178 - Prefeitura - (87) 8849.9276 - Celular da Gestora ";"Avenida Tenente Xavier Araújo, nº 100,  Centro, Ibirajuba/PE - CEP: 55.390-000.";"Municipal";"Nordeste";
;"PE";"Iguaracy";"Diretoria da Mulher";"assistentedani@yahoo.com.br";"(87) 3837-1156 Ramal: 203 / (87) 8802-4767";"Rua Hercílio de Carvalho Veras, 10, Centro - Iguaracy/PE  CEP-56.840.00 ";"Municipal";"Nordeste";
;"PE";"Iguarassu";"Coordenadoria  da Mulher ";"coordmulher.igarassu@gmail.com ; coordmulher@igarassu.pe.gov.br ";"(81)8491-1097 (81)3545.3849 / 8864 3416";"Rua Joaquim Nabuco, nº 80. Centro - Igarassu/PE -  CEP: 53.600-000.";"Municipal";"Nordeste";30/12/2014
;"PE";"Ingazeira";"Coordenadoria  da Mulher ";"diretoriadamulherdeingazeira@hotmail.com ";"(87) 3829.1106 - Prefeitura - (87) 8801.0522 (87) 8801.0522 - Celular da Gestora (81) 8443.7465 - Celular da Gestora";"Rua Albino Feitosa, s\nº. Centro - Ingazeira/PE - CEP: 56830-000";"Municipal";"Nordeste";
;"PE";"Ipojuca";"Secretaria da Mulher ";"secmulher.ipojuca@gmail.com ";"(81) 3559.0106 – Secretaria da Mulher / (81) 9299.5171 / 9972.1055 – I262Celular da Gestora (81) 9266.4340 - Diretora de Fortalecimento SócioPolítico e Cidade Segura - Lucidalva Nascimento   (81) Ester Lacerda-9258.9622 (gerência de gabinete)";"Rua do Comércio, 232. Ipojuca/ PE. CEP: 55.590-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Ipubi";"Coordenadoria  da Mulher ";"alinemudo@hotmail.com";"(87)3881-1167 87) 9956.2986 - Celular da Gestora";"Av. Princesa Isabel, nº 126. Centro. Ibupi/PE. CEP: 56260-000";"Municipal";"Nordeste";
;"PE";"Itacuruba";"Secretaria da Mulher ";"adryanarita@hotmail.com inaldacarvalhocarvalho@hotmail.com";"(87) 3893.1142 – Prefeitura (87) 8825.9330/8865.1930 -– Celular da Gestora (87) 8806.8007 - Assessora do Prefeito (Adriana)";"Rua Cícero Delgado dos Santos, s/n°, Centro, Itacuruba_PE - CEP:56430-000 ";"Municipal";"Nordeste";
;"PE";"Itaíba";"Coordenadoria  da  Mulher ";;"(87) 8102-9052";"Praça Francisco Martins, s\nº. Centro.Itaíba.CEP:56.500-000.";"Municipal";"Nordeste";
;"PE";"Itambé";"Coordenadoria  da Mulher ";"coordenadoriadamulheritambepe@outlook.com ";"(81) 3635.1156/1409 - Prefeitura - (81) 9436.4562/ 8153 -8416 Celular da Gestora    (81)9427-9663 Assessora";" Rua José de Castro, nº 84, Centro, Itambé/PE. CEP 55920-000 ";"Municipal";"Nordeste";30/12/2014
;"PE";" Itamaracá";"Secretaria da Mulher";"secmulherilhadeitamaraca_pe@hotmail.com";"(81) 3544.1330/1156 - (81)8863.2416/9615.5612 ";"Avenida João Pessoa Guerra, nº 37, Pilar - Ilha de Itamaracá/PE - CEP: 53.900-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Itapetim";"Coordenadoria  da Mulher ";;"(87) 3853.1146  -  (87) 9906.0099";"Rua Major Cláudio Leite, s\nº. Centro - Itapetim/PE / CEP: 56720-000";"Municipal";"Nordeste";
;"PE";"Itapissuma";"Coordenadoria  da      Mulher ";"Coordenadoria damulher.itap@outlook.com ";"(81) 9231.1944 – Celular da Gestora";"Av. David Guerra, 209. Centro. Itapissuma/PE. CEP:  53.700-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Itaquitinga ";"Coordenadoria  Municipal de Políticas para as Mulheres";"prefeitura.itaquitingape@gmail.com";"(81) 9238.2023 – Celular da Gestora";"Avenida Antonio Carlos de Moraes. s/nº.  Centro. Itaquitinga/PE. CEP: 55.950.000.";"Municipal";"Nordeste";30/12/2014
;"PE";"Jaboatão dos Guararapes";"Secretaria Executiva da Mulher";"sec.especialdamulher@gmail.com";"(81)3361-2712/3468-1672  /9656-5574 (G)/ 86755777/ 92138543";"Rua José Brás Moscow, 56. Candeias. Joaboatão dos Guararapes/PE. CEP: 54.410-390";"Municipal";"Nordeste";30/12/2014
;"PE";"Jaqueira";"Secretaria da Mulher";;"(81) 3689.1156 - Prefeitura (81) 9400.0120(celular do secretário Felipe Barros)";"Rua Vereador Luiz Novacosque, nº 200. Centro. Jaqueira/PE;CEP: 55409-000";"Municipal";"Nordeste";
;"PE";"Jataúba";"Coordenadoria  da Mulher ";;"(81) 3746.1192 - Prefeitura /(81) 8245.0319 - Celular da Gestora";"Rua Expedicionário Inácio Aleixo de Araújo, s/nº.  Centro- Jataúba/PE - CEP: 55.180-000";"Municipal";"Nordeste";
;"PE";"Jatobá";"Coordenadoria  da Mulher ";"Secretariasocial10@gmail.com";"(87) 3851 - 3385 (87)  8104 - 2265 Celular da gestora";"Rua Bom Jardim. nº 01. Centro. Jatobá/PE CEP: 56470-000.";"Municipal";"Nordeste";
;"PE";"João Alfredo";"Secretaria da Mulher ";"coord.mulherjalfredo@hotmail.com";"(81) 3648.1156 - Prefeitura (81) 9752.5878 – celular da gestora (81) 9749.0000 – Assessora do gabinete – Elizabete Arruda";"Avenida 13 de maio, nº 45. Boa Vista João Alfredo/PE. CEP: 55.720-000.";"Municipal";"Nordeste";
;"PE";"Joaquim Nabuco";"Coordenadoria  da Mulher ";;"(81) 3682.1156 - Prefeitura - (81) 9268.0098 - (81) 9994.8584";"Rua Coronel Auspriclinio, s/n. Centro. Joaquim Nabuco/PE CEP: 55.533-000";"Municipal";"Nordeste";
;"PE";"Jucati";"Coordenadoria  da Mulher ";;"(87) 3779.8103/ 8221 / 9619.5664 ";"Rua Joaquim Nabuco, Centro,  Jucati/PE - CEP: 55398-000";"Municipal";"Nordeste";
;"PE";"Jupi";"Coordenadoria  da Mulher ";"Coordenadoria damulher_jupi@hotmail.com";"(87) 9145.9619 - Secretária de Assistência Social (Cleide) - (87) 9623.2172 - Celular da Gestora";"Rua José Correia Lima, 177, Centro, Jupi /PE. Juí/PE -  CEP: 55.395-000";"Municipal";"Nordeste";
;"PE";"Jurema";"Coordenadoria  da Mulher  ";"coordmulher.jurema.pe@gmail.com";"(87) 3795.1156 - Prefeitura  (87) 8829.7834 - Celular da Gestora";"Praça da Conceição, nº 72. Centro. Jurema/PE CEP: 55.480-000.";"Municipal";"Nordeste";
;"PE";"Lagoa de Itaenga";"Coordenadoria  da Mulher ";;"(81) 9704.7814 –Celular da Gestora /(81) 9712.8772-Celular da Secretária(Nadir)";"Rua Maria Aurora, 104 Centro. Lagoa do Itaenga/PE CEP: 55.840-000.";"Municipal";"Nordeste";30/12/2014
;"PE";"Lagoa do Carro";"SecretariaEspecial da Mulher";"coordmulherlagoadocarro@gmail.com";"3621.8156/8113 - Prefeitura (81) 9639.7695/9137.7973 - Celular da Gestora";"Rua Padre CíceroRomão, 13. Centro.  Lagoa do Carro/MA. CEP: 55.820-000.";"Municipal";"Nordeste";30/12/2014
;"PE";"Lagoa do Ouro";"Coordenadoria  da Mulher ";"smaslagoadoouro@yahoo.com.br  wanderleas@yahoo.com.br  ";"(87) 3785.1142 – Coordenadoria  da Mulher (87) 9182.8549 – Celular da gestora";"Rua do Progresso, nº 131, Centro. Lagoa do Ouro/PE CEP: 55.320-000";"Municipal";"Nordeste";
;"PE";"Lagoa dos Gatos";"Secretaria de Políticas para as Mulheres";;"(81) 3692.1162 - Prefeitura (81) 92022298 /8158.5379 – Celular da Gestora";"Rua Laudelina de Morais Bento, s/n. Vila Cipó.  Lagoa dos Gatos/PE. CEP: 55.450-000";;;
;"PE";"Lagoa Grande";"Coordenadoria  de Políticas para a Mulher ";;"(87) 99940-9986";"Avenida da Uva e do Vinho, 40, Centro. Lagoa Grande/PE CEP: 56.395-000";"Municipal";"Nordeste";
;"PE";"Lajedo";"Coordenadoria  da Mulher ";"eidefelix@gmail.com ";"(87)3773.1156 Prefeitura (87)9152.4268 - Celular da gestora";"Pc Joaquim Nabuco, nº38.Centro. Lajedo/PE CEP: 55.385-999";"Municipal";"Nordeste";
;"PE";"Limoeiro";"Coordenadoria  da Mulher ";"Coordenadoria damulher@limoeiro.pe.gov.br";"(81) 3628.9726 - Coordenadoria  - 81) 3628.9710 - Prefeitura (81) 9619.1592/8894.1732-Celular da Gestora";"Praça Comendador Pestana, nº 113. Centro. Limoeiro/PE CEP: 55.700-000.";"Municipal";"Nordeste";
;"PE";"Macaparana";"Coordenadoria  de Políticas para a Mulher ";;"(81) 98148-9487                                                 (81) 98956-7906";"Rua Doutor Antônio Xavier, nº 55, Centro. Macaparana/PE. CEP 55.865-000";"Municipal";"Nordeste";
;"PE";"Machados";"Coordenadoria  da Mulher ";"cm.mulher@yahoo.com.br ";"(81) 3649-1156 (81) 3649-1458   (81) 8335.8436 – Celular da gestora";"Rua Manoel João, nº 23. Centro.  Machados/PE - CEP: 55740-000";"Municipal";"Nordeste";
;"PE";"Manari";"Coordenadoria  da Mulher ";;"(87) 3840-7117  - (87) 9634.4176 – celular da gestora";"Rua Manoel Gavião, s/n°.Centro - Manari/PE - CEP: 56565-000";"Municipal";"Nordeste";
;"PE";"Maraial";"Diretoria da Mulher";"laurawanderley1@hotmail.com";"(81) 3683.1015/1012 - Prefeitura - (81) 9401.5304  (81)3683.1168 – Coordenadoria  da Mulher";"Av Salvador Teixeira, s\nº Centro. Maraial/PE. CEP: 55.405-000.";"Municipal";"Nordeste";
;"PE";"Mirandiba";"Secretaria da Mulher ";"prefeitura_mirandiba2010@hotmail.com ";"(87) 3885.1025 - Prefeitura (87) 9997.8115 ";"Avenida José da Silva Torres Araquan, s/nº. Centro - Mirindiba/PE - CEP: 56980-000";"Municipal";"Nordeste";
;"PE";"Moreilândia";"Coordenadoria  da Mulher ";;" (87) 3891.1156/1162 R-215 – Prefeitura (87) Celular da Gestora (87) 9603.9757/9117.3637-Celular da Secretaria de Ação Social (Marta Magnólia Alexandre Miranda)";"Rua Coronel Romão Sampaio, s/nº.  Centro. Moreilândia/PE. CEP: 56.150-000";"Municipal";"Nordeste";
;"PE";"Moreno";"Gerencia Especial para as Mulheres";"anassessoriamulher@yahoo.com.br";"(81)3535.3984 / 87360410 - Celular da Gestora ";"Avenida Dr. Sofrônio Portela, nº 3.754. Centro. CEP: 54.800-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Nazaré da Mata";"Coordenadoria  da Mulher ";"cmulhernazaredamata@hotmail.com";"(81) 3633-1842 / (81) 9293-8586 –Celular da Gestora";"Rua Bom Jesus, nº 46, sala 8. Centro. CEP 55.800-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Olinda";"Coordenadoria  da Mulher";"Coordenadoria mulherolinda@gmail.com  cecamarinho@hotmail.com semdh@hotmail.com renataolindamulher@gmail.com";"(81) 3355-8055 /(81) 9945-9159  (81)9844-0387";"AV. Getúlio Vargas, nº 536. Bairro Novo  - Olinda/PE - 53.030-010";"Municipal";"Nordeste";
;"PE";"Orobó";"Coordenadoria  da Mulher ";;"(81)3656-1468  (81) 9920.8731- Celular da Gestora";"Rua João Pessoa, nº 52. Orobó/PE - CEP: 55745-000";"Municipal";"Nordeste";
;"PE";"Orocó";"Coordenadoria  da Mulher ";"mbione@hotmail.com";"(87) 3887.1156 – Prefeitura (87) 9908.3109 – celular da gestora (Sr. Mauricélio: 87.9636.8579-secretário de administração)";"Avenida Prefeito Ulisses de Novaes Bione, nº 365, Centro - Orocó/PE - CEP: 56170-000.";"Municipal";"Nordeste";
;"PE";"Ouricuri";"Coordenadoria  de Políticas para a Mulher ";;;;"Municipal";"Nordeste";
;"PE";"Palmares";"Secretaria Municipal de Políticas Públicas para Mulheres";"secmulherpalmares@yahoo.com.br";"(81) 3661-0110 / (81) 8729.9909 - (81) 9786.8448";"Rua da Palma, 79, Centro. Palmares/PE  CEP: 55.540-000.";"Municipal";"Nordeste";
;"PE";"Palmeirinha";"Coordenadoria  da Mulher ";;"(87) 3791.1156-Prefeitura";"Rua Presidente João Pessoa, nº 10. Centro. Palmeirina/PE. CEP: 55.310-000";"Municipal";"Nordeste";
;"PE";"Panelas";"Coordenadoria  da Mulher";"coordmulherpanelas@gmail.com";"(81) 3691.1933 /  9696.1177 Celular da Gestora (81) 3691-1156 - Prefeitura";"Rua Dr. Manoel Borba, s/n. Centro, Panelas/PE - CEP: 55.470-000";"Municipal";"Nordeste";
;"PE";"Paranatama";"Coordenadoria  da Mulher ";"adelvanda_23@hotmail.com";"(87) 3787.4144 Prefeitura /  8112.8056 ";"Praça João Correia de Assis, n º 04. Centro, Paranatama/PE - CEP: 55.355-000";"Municipal";"Nordeste";
;"PE";"Parnamirim";"Coordenadoria  Especial de Políticas Públicas para as Mulheres";"mulher.parna@ig.com.br ";"(87) 3883 1156";"Rua Capitão João Lopes Machado, 25 - Centro  Parnamirim - PE CEP: 56.163-000";"Municipal";"Nordeste";
;"PE";"Passira";"Secretaria Municipal de Políticas Públicas para Mulheres";"sppmulherpassira@hotmail.com";"(81) 3651.1156 R. 228 - Prefeitura - (81) 9648.9359 - Celular da Gestora ";"Rua Maria Pereira da Silva, nº 87 - Centro - Passira/PE - CEP: 55.650-000";"Municipal";"Nordeste";30/12/2014
;"PE";"Paudalho";"Coordenadoria  da Mulher";"mazeptpe@gmail.com ";" (81)3636-1220  (81) 9746.1177/8601.8697 - Celular da Gestora  ";"Avenida Raul Bandeira, nº 21. Centro Paudalho/PE - CEP: 55.825-000 ";"Municipal";"Nordeste";
;"PE";"Paulista";"Secretaria Especial de Políticas para as Mulheres ";"secdamulherpaulista@hotmail.com  / cris_camarotti@yahoo.com.br 
";"(81) 3437-2118 / 9129.1989 / 8539.9068 / 8788.8067 ";"Rua 86, S/Nº. Jardim Paulista Baixo. Paulista/PE - CEP: 53.400-000";"Municipal";"Nordeste";
;"PE";"Pedra";"Coordenadoria  Municipal da Mulher";"prefeituraMunicipaldepedra@gmail.com / millanealmeida@hotmail.com ";"(87) 9161.9954 - Celular da Gestora";"Praça Nossa Senhora da Conceição, n º 29. Térreo. Centro. Pedra/PE. CEP: 55.680-000.";"Municipal";"Nordeste";
;"PE";"Pesqueira";"Coordenadoria  Municipal";"Coordenadoria damulher.pesqueira.pe@hotmail.com";"(87) 3835.1854 / (87) 9999.6012(87) 9151-6092 - Celular da Gestora";"Rua Adalberto de Freitas S/N- Centro-Pesqueira- PE/ CEP- 55200-000 (Antiga Cadeia Velha)";"Municipal";"Nordeste";
;"PE";"Petrolândia";"Coordenadoria  da Mulher ";"coord.mupetro.pe@outlook.com";"(87) 3851.110/1156 - Prefeitura  (87) 3851 2321/ 3851 1156 Ramal 216 (87) 9924.9154 - Celular da Gestora  (87) 9944.2345 / 9957 0178 Secretária Anna Tereza";"Av Jose Gomes de Avelar, s/n. Quadra 01- Centro  Petrolândia/PE - CEP: 56460-000.";"Municipal";"Nordeste";
;"PE";"Petrolina";"Secretaria Municipal da Mulher";"secmulherpetrolina@hotmail.com ";"(87) 3867.3516 - Secretaria da Mulher (87) 8812.9941- Celular da Gestora (87) 8839 1613 / (87) 9931 - 8993";"Avenida Projetada, s/n. Vila Mocó (em frente ao Sesi)  Petrolina/PE - CEP: 56.306-321";"Municipal";"Nordeste";
;"PE";"Poção";"Coordenadoria  da Mulher ";;"(87) 3834.1111-Prefeitura (87) 3834.1454-Secretaria de Ação Social (87) 9195.0831-Assessor do prefeito(Paulo)";"Pça Monsenhor Estanislau, n°122.Centro.Poção/PE.CEP:55.240-000";"Municipal";"Nordeste";
;"PE";"Primavera";"Coordenadoria  da Mulher ";;"(81) 3562.1026 - Prefeitura - (81) 9966.4069";"Rua João Murilo. s/n Centro Múltiplo. Primavera/PE. CEP: 55.510-000";"Municipal";"Nordeste";
;"PE";"Quipapá";"Coordenadoria  Municipal de Ações para as Mulheres";"comu_quipapa@hotmail.com";"(81) 3685.1175 - Prefeitura - (81) 8935.8913 ";"Rua João de Morais Andrade, nº 56. Centro. CEP: 55.415-000";"Municipal";"Nordeste";14/4/2014
;"PE";"Quixabá";"Coordenadoria  da Mulher ";"pmquixaba@ig.com.br ";"(87) 3854.8261 / 8854.2249 ";"Praça Antônio Pereira de Carvalho, n° 14  Centro - Quixaba/PE -  CEP: 56828-000";"Municipal";"Nordeste";
;"PE";"Ribeirão";"Secretaria Municipal Especial de Políticas Públicas para Mulheres";"secmulhersheila@hotmail.com";"(87) 3854.8261 - Prefeitura (87) 3854.8261 – Coordenadoria  da Mulher (87) 8845.5879/8854.5879 – Celular da Gestora (87) 8813.9236 – Maria Aparecida - Assessor";"Av. Mário Domigues, 879 - Anexo a Secretaria de Saúde - Ribeirão/PE - CEP: 55520-000";"Municipal";"Nordeste";
;"PE";"Sairé";"Coordenadoria  da Mulher ";"Coordenadoria damulhersaire.pe@gmail.com ";"(81) 3748.1110 - Prefeitura(81) 9681.9465 - Celular de Etiene(81) 9824.8777 – Aurisilvia – Sec de ação social";"Rua Coronel João Pessoa, s/nº. Centro. Sairé/PE. CEP:55.695-000";"Municipal";"Nordeste";
;"PE";"Salgadinho";"Coordenadoria  da Mulher";"salgadinho.pernambuco@hotmail.com";"(81) 3654-1156 / 36544 1109 / 9955-1751";"Rua Antonio Gomes de Moura, Nº 50. Centro. Salgadinho/PE.  CEP: 55.675-000";"Municipal";"Nordeste";
;"PE";"Salgueiro";"Coordenadoria  da Mulher ";"Coordenadoria damulher@salgueiro.pe.gov.br";"(87) 3871-7070 - Ramal 242 (87) 8803.8167 - (87) 9122.9777";"Rua Maria Nogueira Sampaio, s/n, anexo 03. Centro. Bairro: Nossa senhora das Graças. Salgueiro/PE - CEP: 56.000-000";"Municipal";"Nordeste";
;"PE";"Saloá";"Coordenadoria  da Mulher ";"Coordenadoria damulhersaloa@live.com";"(87) 3782.1118 - Coordenadoria  (87) 3782.1150 – Prefeitura (87) 8106.3290 –Celular da gestora ";"Praça São Vicente, nº 43. Saloá/PE - CEP:  55350-000";"Municipal";"Nordeste";
;"PE";"Sanharó";"Coordenadoria  de Políticas para a Mulher ";;"87 - 99243-2824                   ( 87) 38361403";;"Municipal";"Nordeste";
;"PE";"Santa Cruz ";"Coordenadoria  da Mulher ";"cm.tmcte@hotmail";" (87) 3874.8184 / (87)9989.6672 – Celular da Gestora";"Rua Manoel Siqueira Campos, 91.Centro. CEP: 56.200-000.";"Municipal";"Nordeste";
;"PE";"Santa Cruz da Baixa Verde";"Coordenadoria  de Políticas para a Mulher ";;"(87) 98844-3597";"Rua José Nunes Sobrinho, nº 74, Centro. Santa Cruz da Baixa Verde. CEP: 56.895-000";"Municipal";"Nordeste";
;"PE";"Santa Cruz do Capiberibe";"Coordenadoria  de Políticas para a Mulher ";"Coordenadoria mulherscc@gmail.com";"( 81) 3731-1826 / (81) 3759.1826 - Coordenadoria  da Mulher - (81) 9709.5776/8868.9396 - Celular";" Rua José Moraes da Silva, n º 230. Centro. CEP: 55.190-000";"Municipal";"Nordeste";
;"PE";"Santa Filomena";"Coordenadoria  da Mulher ";"wladya_mororo@hotmail.com";"(87) 3874.7120/7156/7167 - Prefeitura (87) 9610.7988 - Celular da Gestora ";"Rua Genésio Marinho Falcão,s/nº.Centro. Santa Filomena/PE -CEP:56210-000";"Municipal";"Nordeste";
;"PE";"Santa Maria da Boa Vista";"Coordenadoria  de Políticas para a Mulher ";;"(87) 99621-4100";"Travessa Caraíbas, 35, Centro CEP: 56.380-000";"Municipal";"Nordeste";
;"PE";"Santa Terezinha";"Coordenadoria  da Mulher ";"coord_mulherst@hotmail.com";"(87) 3859.1156/ 1174 R. 214 - Coordenadoria  da Mulher (87) 8841.6137- Celular da Secretária de Ação Social (Joselita) (87)8844.3326 –Celular da gestora";"Rua Antonio Ferreira da Silva Nº 119, Centro – Santa Terezinha / PE.  CEP: 56750-000";"Municipal";"Nordeste";
;"PE";"São  Joaquim do Monte";"Coordenadoria  da Mulher ";;"(81) 3753.1118/1156-prefeitura 81) 9841.2324-Secretária de Ação Social";"Av. Frei Damião nº 112. Centro. Jão Joaquim do Monte/PE. CEP: 55670000";"Municipal";"Nordeste";30/9/2014
;"PE";"São Benedito do Sul";"Coordenadoria  de Políticas para a Mulher ";;"(81) 9 9405-5699 / 9 9461-3137";"Rua Doutor José Mariano, 218, Centro São  Benedito do Sul/PE. CEP: 55.410-000";"Municipal";"Nordeste";
;"PE";"São Bento do Una";"Coordenadoria  da Mulher";"acaosocial@saobentodouna.pe.gov.br";"(81) 3735-1488.";"Av. Osvaldo Maciel. Nº 122. Centro. São Bento do Uma/PE. CEP: 55.000-000";"Municipal";"Nordeste";
;"PE";"São João";"Coordenadoria  da Mulher";;"(87) 9944.6223/ 8114.5365 - Celular da gestora  (87) 3784.1156-Prefeitura";"Rua Augusto Peixoto, 31. Centro. São João/PE. CEP: 55.435-000";"Municipal";"Nordeste";
;"PE";"São José da Coroa Grande";"Coordenadoria  de Políticas para a Mulher ";;"(81) 9 9960-3179 /9 8872-3216";"Praça Constantino Gomes, s/n, Centro São José da Coroa Grande/PE  CEP: 55.565-000";"Municipal";"Nordeste";
;"PE";"São José do Belmonte";"Secretaria da Mulher";;"(87) 3884-1156 / 9623-6470 / 9623-6474";"Rua Augusto Zacarias da Silva, Nº 10 Centro. São José do Belmonte/PE. CEP: 56.980000";;;
;"PE";"São José do Egito";"Diretoria Municipal da Mulher";"diretoriadamulhersje@hotmail.com";"(87) 3844.1050 /1156 - Prefeitura -(87) 9613.0504 ";"Rua João Pequeno, s/nº. Centro.  São José do Egito/PE -  CEP: 56.700-000";"Municipal";"Nordeste";
;"PE";"São Lourenço da Mata";"Secretaria dde Políticas para a Mulher ";"Secretaria.mulher@hotmail.com";"(81) 3519.3713 / (81) 8536.9766 ";"Rua Severina leite Amazonas, 62, CENTRO. São Lourenço da Mata - CEP: 54.735-210";"Municipal";"Nordeste";30/12/2014
;"PE";"São Vicente Ferrér";"Coordenadoria  da Mulher ";"prefeiturasaovicenteferrer@gmail.com ";"(81) 3655.1223 R-238 - Prefeitura (81)9683-9275  (81) 91249628 – Celular da Gestora      (81)9683-9275 SECRETÁRIA DE AÇÃO SOCIAL LUZANITA";"Rua José Vitorino de Andrade, nº 20, Centro. São Vicente Ferrer/PE. CEP: 55.860-000";"Municipal";"Nordeste";
;"PE";"Serra Talhada";"Secretaria Municipal da Mulher - SEMU";"secmulher@serratalhada.pe.gov.br";"(87) 3831-5871/ (87) 9929-8701 ";"Rua Coronel Cornélio Soares, nº 427, Centro, Serra Talhada, CEP: 56903-440";"Municipal";"Nordeste";
;"PE";"Serrita";"Coordenadoria  Municipal de Políticas para as Mulheres";"pmserrita@pmserrita.com.br";"(87) 3882.1466 - (87) 3882.1466 - Coordenadoria  da Mulher (87) 9931.0798 - Celular da Gestora ";"R. Dom José Lopes, s\nº Centro - Serrita/PE - CEP: 56140-000 ";"Municipal";"Nordeste";
